incident_id,FacilityName,assigned_cell_id
4283,Station 12,352
4284,Station 09,296
4285,Station 21,350
4286,Station 04,430
4287,Station 01,329
4288,Station 09,296
4289,Station 06,375
4290,Station 08,270
4291,Station 09,296
4292,Station 14,354
4293,Station 16,270
4294,Station 04,430
4295,Station 11,250
4296,Station 24,228
4297,Station 09,296
4298,Station 04,430
4299,Station 06,375
4300,Station 10,345
4301,Station 12,352
4302,Station 04,430
4303,Station 09,296
4304,Station 19,249
4305,Station 39,362
4306,Station 33,501
4307,Station 37,80
4308,Station 25,276
4309,Station 19,249
4310,Station 14,354
4311,Station 08,270
4312,Station 12,352
4313,Station 24,228
4314,Station 05,296
4315,Station 09,296
4316,Station 08,270
4317,Station 37,80
4318,Station 09,296
4319,Station 09,296
4320,Station 12,352
4321,Station 09,296
4322,Station 09,296
4323,Station 09,296
4324,Station 04,430
4325,Station 25,276
4326,Station 19,249
4327,Station 14,354
4328,Station 09,296
4329,Station 11,250
4330,Station 14,354
4331,Station 09,296
4332,Station 09,296
4333,Station 12,352
4334,Station 12,352
4335,Station 08,270
4336,Station 25,276
4337,Station 14,354
4338,Station 11,250
4339,Station 12,352
4340,Station 15,432
4341,Station 04,430
4342,Station 01,329
4343,Station 09,296
4344,Station 04,430
4345,Station 23,177
4346,Station 18,355
4347,Station 01,329
4348,Station 09,296
4349,Station 34,47
4350,Station 12,352
4351,Station 01,329
4352,Station 01,329
4353,Station 03,326
4354,Station 11,250
4355,Station 01,329
4356,Station 09,296
4357,Station 12,352
4358,Station 12,352
4359,Station 09,296
4360,Station 25,276
4361,Station 11,250
4362,Station 20,220
4363,Station 07,149
4364,Station 14,354
4365,Station 34,47
4366,Station 27,318
4367,Station 25,276
4368,Station 09,296
4369,Station 33,501
4370,Station 34,47
4371,Station 21,350
4372,Station 09,296
4373,Station 37,80
4374,Station 08,270
4375,Station 15,432
4376,Station 21,350
4377,Station 11,250
4378,Station 23,177
4379,Station 27,318
4380,Station 06,375
4381,Station 33,501
4382,Station 27,318
4383,Station 11,250
4384,Station 05,296
4385,Station 37,80
4386,Station 07,149
4387,Station 34,47
4388,Station 03,326
4389,Station 09,296
4390,Station 04,430
4391,Station 14,354
4392,Station 19,249
4393,Station 23,177
4394,Station 12,352
4395,Station 09,296
4396,Station 10,345
4397,Station 27,318
4398,Station 29,386
4399,Station 04,430
4400,Station 28,435
4401,Station 09,296
4402,Station 11,250
4403,Station 20,220
4404,Station 09,296
4405,Station 28,435
4406,Station 12,352
4407,Station 15,432
4408,Station 18,355
4409,Station 10,345
4410,Station 14,354
4411,Station 23,177
4412,Station 08,270
4413,Station 08,270
4414,Station 19,249
4415,Station 09,296
4416,Station 20,220
4417,Station 09,296
4418,Station 06,375
4419,Station 19,249
4420,Station 01,329
4421,Station 12,352
4422,Station 03,326
4423,Station 13,224
4424,Station 08,270
4425,Station 19,249
4426,Station 21,350
4427,Station 21,350
4428,Station 01,329
4429,Station 33,501
4430,Station 06,375
4431,Station 12,352
4432,Station 28,435
4433,Station 08,270
4434,Station 06,375
4435,Station 03,326
4436,Station 17,223
4437,Station 17,223
4438,Station 11,250
4439,Station 15,432
4440,Station 34,47
4441,Station 20,220
4442,Station 19,249
4443,Station 17,223
4444,Station 18,355
4445,Station 21,350
4446,Station 12,352
4447,Station 17,223
4448,Station 12,352
4449,Station 09,296
4450,Station 03,326
4451,Station 18,355
4452,Station 34,47
4453,Station 17,223
4454,Station 21,350
4455,Station 27,318
4456,Station 19,249
4457,Station 16,270
4458,Station 28,435
4459,Station 11,250
4460,Station 34,47
4461,Station 09,296
4462,Station 20,220
4463,Station 19,249
4464,Station 11,250
4465,Station 21,350
4466,Station 19,249
4467,Station 25,276
4468,Station 17,223
4469,Station 17,223
4470,Station 17,223
4471,Station 03,326
4472,Station 19,249
4473,Station 04,430
4474,Station 19,249
4475,Station 04,430
4476,Station 17,223
4477,Station 15,432
4478,Station 09,296
4479,Station 09,296
4480,Station 20,220
4481,Station 06,375
4482,Station 26,452
4483,Station 11,250
4484,Station 33,501
4485,Station 19,249
4486,Station 33,501
4487,Station 37,80
4488,Station 06,375
4489,Station 15,432
4490,Station 09,296
4491,Station 12,352
4492,Station 04,430
4493,Station 09,296
4494,Station 15,432
4495,Station 06,375
4496,Station 15,432
4497,Station 07,149
4498,Station 12,352
4499,Station 24,228
4500,Station 20,220
4501,Station 12,352
4502,Station 11,250
4503,Station 37,80
4504,Station 12,352
4505,Station 29,386
4506,Station 28,435
4507,Station 21,350
4508,Station 37,80
4509,Station 08,270
4510,Station 19,249
4511,Station 16,270
4512,Station 25,276
4513,Station 37,80
4514,Station 37,80
4515,Station 12,352
4516,Station 18,355
4517,Station 03,326
4518,Station 11,250
4519,Station 01,329
4520,Station 33,501
4521,Station 24,228
4522,Station 24,228
4523,Station 21,350
4524,Station 18,355
4525,Station 37,80
4526,Station 09,296
4527,Station 25,276
4528,Station 21,350
4529,Station 11,250
4530,Station 29,386
4531,Station 11,250
4532,Station 16,270
4533,Station 20,220
4534,Station 22,439
4535,Station 22,439
4536,Station 19,249
4537,Station 25,276
4538,Station 14,354
4539,Station 12,352
4540,Station 21,350
4541,Station 09,296
4542,Station 11,250
4543,Station 12,352
4544,Station 06,375
4545,Station 08,270
4546,Station 24,228
4547,Station 11,250
4548,Station 09,296
4549,Station 05,296
4550,Station 24,228
4551,Station 10,345
4552,Station 37,80
4553,Station 09,296
4554,Station 11,250
4555,Station 03,326
4556,Station 27,318
4557,Station 01,329
4558,Station 13,224
4559,Station 20,220
4560,Station 11,250
4561,Station 28,435
4562,Station 19,249
4563,Station 37,80
4564,Station 24,228
4565,Station 19,249
4566,Station 25,276
